	funny	useful	review_id	text	business_id	ID_bus	stars	date	user_id	cool	total_sentiment	coffee&tea_sentiscore	coffee&tea_total_business_score
7160	0	4	bPmLLnj2yTEOWt3GZpAEiQ	edit within hours original review below contacted owner fate apologized experience offered make right that opinion this company vastly improved very refreshing know that owner listens their customers seeks improve areas where they fall short never second chance make first impression response received from owner certainly large step right direction girlfriend huge beer lovers works brewery worked different ones past years were phoenix area could take cicerone exam crescent crown were heading sedona next couple days visit breweries brewpubs multiple times every week since live diego like think that weve seen when comes craft beer scene trying brag just hoping provide context show that were idea business craft beer approach every brewery with open mind palate from there begins showed saturday early afternoon find half full decent amount people tables grabbed couple seats bartender with dark hair didnt name told with minute seemed little frazzled told there rush started looking over menu couple minutes later comes over asks help asked they tasting flights since didnt option menu literally rolled eyes audible chuckle sigh said immediately pretty figured slide since they were supposed have good beer asked build number certain price which replied well what want with attitude resembling condescending teacher talking year this point should have left since attitude disgusting genuinely wanted their beer ordered flight share brought very quickly which nice after first taste realized neither water wanted glass cleanse palate little between styles asked same bartender could each have glass water common request opens fridge puts down carafe water with glasses without saying word would have settled here silence awkward even more putting this point pretty much ready bill leave were patronized worker brewery asking their beer were treated rudely having audacity glass water whats deal with this place stayed tried single sour hefeweizen table saison chocolate chili milk stout morecant remember american amber beer decent nothing jumped spice chilis beer appreciated flavor chocolate against chili stout that only good thing about this place pick another parking pretty clean pizza oven thing looked pretty cool thumbs that this brewery stopped arizona total only that literally left taste mouth blame service more than beer preferred drinks other stops more anyways well certainly back phoenix friends cousins live there will return here will recommend this place anyone back home management recommend ensuring that your staff talk their customers like they adults children either that dont hire workers that clearly enjoying their theyre damaging your brand only making your competitors look better	pBFewLcdLnf1XwPTE4jtyQ	pBFewLcdLnf1XwPTE4jtyQ	4	41715.81505787037	7OLpRa4b8kAVSsW4Fneytg	0	Sentiment(polarity=0.12167827831890332, subjectivity=0.5100198412698413)	0.0	-0.002224694104560623
5974	0	3	hW5RjE_J2qqjN_XzjANyXg	been past intersection avenue union hills countless times until recently notice sign sams pizza curiosity better checked website seemed like interesting place with chicago style thin crust convinced wife headed over check expecting restaurant with table service some reason instead like rays sardellas where order counter they bring there were only tables place seating eachim assuming much their business comes from takeout delivery were only people there counter help friendly quick drinks came quick soda tasted little flat horrible wife each ordered sams mini sampler which personal pizza five wings wings came first could tell they were straight fryer they were quite temperature sauce overwhelming nice taste ithowever underlying chicken good didnt have good flavor also seemed little rubbery maybe been fried little much anywho this point least minutes passed since made order pizza this only problem menu notes that personal pizza ready minutes less usually there thereit should have been ready quicker pizza came smelled good also great size person meal flavor pizza good well though dont like tomato sauce sweet side kind reminded spinatos might like this down side pizza that while crust thin bottom crispy which menu believing would overall sams liked pizza which would have gotten roasted garlic topping instead plain cheese care wings wait wife didnt particularly like likely that back three stars nothing extraordinary nothing underordinary	VOLVoQjKICQ8b6DjrUvGWg	VOLVoQjKICQ8b6DjrUvGWg	3	39963.21108796296	bAdsFiJbGiRzBzhSTUD_2A	0	Sentiment(polarity=0.12165231340763254, subjectivity=0.5469013846673421)	0.0	0.0
4599	0	1	BJFh0POe687cV4ghHytMuw	disappointed with hungry howies excited learn they were opening location this area about years used love location greenway pizza super cheap tasty expecting same food still reasonably priced especially with coupons food great salad fresh dressing disgusting sugary cheese bread pizza were undercooked doughy stick oven minutes finish cooking sauce toppings were bland giving stars instead because service great they were very friendly food ready fast unfortunately that enough return	VqX3HPsZxuxsPKaQIU3Ehw	VqX3HPsZxuxsPKaQIU3Ehw	2	42744.76969907407	jrqE4Jx-boDAxj4X7CLStQ	0	Sentiment(polarity=0.12106481481481485, subjectivity=0.6819444444444445)	0.0	0.0
5225	1	1	TVHl8Pdo--Bnh2wErg1OIA	decided pieology instead usual fired pizza restaurant because coupon this visit given fundamental shift where going pizza future staff were super friendly attentive tend specialize pizza into halves types pizza they were very good allow spill over from side next didnt have extra amount they gave each topping generous additionally care given from manager tyler beyond reproach ensured what needed throughout meal used being ignored other similar restaurants finally appreciate that they recognize veterans with discount veteran myself appreciate supporting other vets will ensure patronize this particular pieology future	WWWufR135GEXKynwYjLdGg	WWWufR135GEXKynwYjLdGg	5	43394.068657407406	idFAE_a4WNAlJHDro1tnwA	1	Sentiment(polarity=0.1209375, subjectivity=0.38625)	0.0	0.0
2700	0	0	c6uHkM7rzdppwg5MjwROCA	after seeing check please episode finally centurion open night that schedules greeted door with friendly smile were immediately seated white clothed table attended cole refreshingly skilled waiter restaurant clean check please episode with tapas menu there much choose from difficult whittle down choice although wife already dinner didnt stop from ordering stuffed mushrooms pancetta wrapped gnocchi course there pizza menu wood burning oven margherita pizza comparison sake margherita pizza become benchmark pizza because difficult mess with such basic ingredients flour water yeast tomato mozzarella basil touch olive waiter cole game probably best service very long time from restaurant quick with drinks recommendation suggested order dishes command when dishes arrived knew wife would stealing samples amazing delicious other critiques have nailed cannot anymore which they have wrote other than there wont disappointed tapas this point knew would back explore rest tapas dishes margherita pizza recommend calling restaurant call margherita pizza something else other than margherita pizza with name margherita pizza there established expectations ingredients product from wood burning overn previously wrote took bite flaccid what appeared undercook crust sure edges hints browning crust crust pale white soft malleable with hints browning toasting which traditionally results through wood oven sensing displeasure cole sought correct offering different pizza asked just stick over some more chefs explanation that this particular margherita pizza much moisture will never crispy note topping post oven addition balsamic vinegar circle some greens appear have cheese didnt appear buffalo mozzarella which could very moist some tomato slices their credit offer take pizza bill fault should have paid closer attention menus detail ingredients margherita pizza which recommend they name this particular pizza something else mention pizza snob make homemade love simplicity certified neapolitan pizza change perfection wine drinks tapas excellent service what will returning will explore other pizzas will seek coles chefs recommendation first positive they have pizza snobby stomachs heart	pKiSzUlBBRNEdTML24piXA	pKiSzUlBBRNEdTML24piXA	4	41880.65472222222	IrStDuqJAQJtU9FTSWaVOg	1	Sentiment(polarity=0.12055675805675804, subjectivity=0.4652356902356902)	0.0	0.0
8319	0	1	ZtilUa2PyFIENj__tLqsAg	since moving more centralized this become wife favorite pizza dine well glendale location they offer gluten free crust willing chese several sizes pizza your party pizzas everyone their preference generally small size myself which leaves with leftovers breakfast lunch meals size usually enough will near fridge near future faves spicy italian canadian thin crust recently took laws here with nephew loved cheese steak calzone mother father thick crust pizza which huge hearty they still eating leftovers niece split plain cheese pizza said aewsome services always friendly staff makes feel home	RztX0zV7ObHZD08SDUhI0Q	RztX0zV7ObHZD08SDUhI0Q	5	41119.94464120371	9VwMmu12Rx9jWyDumWAbew	0	Sentiment(polarity=0.12003968253968253, subjectivity=0.5003968253968254)	0.0	0.0
1565	0	1	onXaMumjjkA_s1CqzUVhNw	have love hate relationship with nobs lets start with love within walking distance from house which super convenient secondly this place adorable located lovingly restored historic home there always some surprisingly good local musician providing soundtrack neighborhood cafes just dont much cuter then there service always friendly these people know make feel like family thats awesome highlights include sandwiches they well made always spot carver fave dessert case display tempting their cookies dangerous even look them look thats youre some serious sugary carb loaded goodness finally favorite things about nobs that they stock local beer love that they patronize arizona breweries sadly think what find most disappointing food other than aforementioned sandwiches consistently underwhelming example their pizzas they taste well they taste like they came freezer toppings just slide crust curiously shaped into perfect circle that tells machine made tastes just like youd expect machine made crust would then theres coffee nowhere near level latte grab someplace like giant they serve waffles with rock hard cold butter freezing syrup cool burnt quiche that would have been otherwise delicious caprese salad with barely basil mean really want them last like having place walk after work grab cold nobs peeps pretty please make your food yummier asap	wHq1efQVz17338k_aUOX3w	wHq1efQVz17338k_aUOX3w	3	40669.8209375	UdRt5rEBmH9m1T4Hs6zDBg	1	Sentiment(polarity=0.11962719298245612, subjectivity=0.5961622807017544)	0.0	0.013348164627363738
7245	0	7	arrb75WE-fw6Z6fALV0iaQ	wife here because were mood fresh hamburgers when arrived sunday about place almost completely empty this scared little there local game starting that time cardinals seahawks seems everyone game told place normally wait inside they have large flat screen over opposite corner showing sports with closed captioning thank wife each ordered burgers side cheese burger came with fries hamburger buns very unique they like swirled garlic bread however there really noticeable garlic taste which good thing concerned each time brought burger mouth aroma garlic from bread quite nice cheese elbow macaroni sitting soup cheese blend that more like grandma used make then might expect like burgers exceptional fries shoestring style very thin very crunchy everything tastes fresh frozen home made burgers uniform shape thickness which tells they made hand hallelujah service outstanding staff extremely attentive noticed they have vernors pound cake desert menu vernors drink made detroit where born raised asked restaurant detroit inspired told actually brooklyn york inspired they really like vernors ginger york they also have root beer float menu asked staff they offer vernors float instead vernors float known folks detroit boston cooler different than root beer float except substitute vernors root beer they never heard before shocking since outside detroit ever heard they were more than happy make delicious wife thought ordered tasted little didnt anything staff have doubt they would have made right brought their attention also ordered vernors pound cake desert thought rich liking wasnt means appears three restaurants beside each other owned same entity there charr then pizza place isas pizza then fine dining restaurant called aiellos east coast italian there were plenty items menu wanted such baby back ribs grilled chicken sandwich pizza served next door looked good aiellos also looks like nice place well have four reasons back each other restaurants other menu items charr worse comes worst would definitely back charr have real fresh handmade burgers again going open burger joint this similar would theres only many fast food burgers ingest before desperately craving something that isnt factory made doesnt require loan complete total dinner desert after quite reasonable fair considering quality quantity food excellent service received	1WBkAuQg81kokZIPMpn9Zg	1WBkAuQg81kokZIPMpn9Zg	5	41995.165555555555		2	Sentiment(polarity=0.11856182795698926, subjectivity=0.526036866359447)	0.0	0.0
3331	1	2	0g3uSCrwBwPtMLhpdVkYhw	have always wanted pizzeria bianco didnt want wait hours line glad they opened this location came there wait table however they dont seat incomplete parties wait dining companions when everyone finally arrived wait about minutes terrible inside restaurant very eclectic parts look like grandmas living room while other parts have modern light fixtures however somehow works together like little tealight candles each candle makes place feel very intimate cozy friend shared mixed greens salad sonny pizza really liked salad just plain greens with light dressing olives simple delicious healthy sonny pizza came with meat mozzarella olives good next time think would some basil felt like needed little something sharp there some depth flavor overall this place lived expectations will definitely return	cs1qJvnWUg_f8g020z_3PQ	cs1qJvnWUg_f8g020z_3PQ	4	41742.277766203704	Q6Dcxo3_lNCzkqK7J3FL7A	2	Sentiment(polarity=0.11829192546583853, subjectivity=0.566055900621118)	0.0	0.004449388209121246
577	0	1	g0hwxjRdodEqNcxw9MpZ0g	intriguing concept food from areas that roman centurions conquered places like achaea greece hispania spain gaul france judea middle east britannia england intriguing menu mushroom goat cheese spinach strudel bricked fired poached tilapia with sage butter served with coconut shrimp risotto gnocchi shitake dijon cream sauce intriguing venue tiny place with world decor walls chandeliers lots empty wine bottles ledge behind banquette cute little patio with amusing statue centurion outside wrought iron fence what more could regrettably lots were four lunch arrived first ordered appetizer stuffed mushrooms wrapped prosciutto arrive until well after friends leon sena came they wanted strudel were told wasnt available mushrooms were three ugliest lumpy things seen long time they been cooked pizza oven which pretty much incinerated dried mushrooms however with enough accompanying aged cheddar tarragon sauce spooned over them they were fairly tasty sena panini eggplant tomato sauce eggplant almost chewy bitter ordered mussels mustard sauce served with endless bread mustard never found sauce leon asked hamburger with ketchup told that ketchup served restaurant because would interfere with bold flavors food would applaud this policy there been bold flavors quipped that most food seemed have roots britannia espana pizza nice amount manchengo mozzarella cheeses pretty chorizo toppingthe crust something disaster burnt edges flabby center service poor with only other customers restaurant there excuse glasses that were refilled until pointed dishes that were cleared from table make ones long wait kens entree served after other three arrived lack bowl mussel shells restaurant also general sloppiness about dont believe that chef owner eric osburn house while were there least hope wasnt needs more aware whats going when isnt present hopefully centurion will make effort live concept menu venue like intrigued	pKiSzUlBBRNEdTML24piXA	pKiSzUlBBRNEdTML24piXA	2	40461.21582175926	NnMN10F4wDuBKv25vCqcCg	0	Sentiment(polarity=0.1180617147080562, subjectivity=0.5077235772357722)	0.0	0.0
5140	0	0	yG5YTwUwaDVHh-mIFbr48g	youre mood some good sloppy italian comfort food defalcos will good they have pizza pasta salads sandwiches plus various desserts only couple their sandwiches their salads sandwiches tried cheesesteak bomb meatball bomb chicken parm tried their chicken spinach salad which pretty good filling dessert tiramisu which pretty good unfortunately ours still frozen couple minutes exposed enough edible aside from restaurant defalcos also mini italian market where wines bread other italian stuff prepared wait line table pretty small joint this good place when need good sandwich	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	4	43173.25216435185	MGNAtF8PUE_PGRZrZHuvKQ	0	Sentiment(polarity=0.11706349206349205, subjectivity=0.6202380952380953)	0.0	0.0
6545	1	4	Bd8t9N17IqxwSnr7htvyNw	been there twice wasnt very impressed with food value either time first time tried jerk chicken grilled hoagie wasnt when asked came with chips server said when have some time meatball hoagie whole meatball hoagie meatballs served with about dozen potato chips does that mean half meatball hoagie meatballs sandwich tasted think would better their french roll instead sourdough which very pleasantly surprised with beer selection service overall thought over priced food average will their pizza does look good back that what will	HjXI6lKGPVNQ8dYJPtaOCg	HjXI6lKGPVNQ8dYJPtaOCg	2	40725.011469907404	E0F95-y0kQYQ0moDHHVBmA	1	Sentiment(polarity=0.1169871794871795, subjectivity=0.4567307692307692)	0.0	0.0
2627	0	3	roxZgkhs850RKrY1lOW2Bw	went friday night about found place about full from last visits when wait table cold decided fire patio looked around none candles were tables there already menu table when down just happened table closest fire when seated ourselves eventually server made over with menus waters gleefully exclaimed theres already menu here lunch menu basically same stuff friend share same menu choose items hoping theyre basically same whats menu seriously upon request brings dinner menus order coke diet coke good while later remember place essentially empty returns with drinks diet coke water friend reminds that actually ordered coke water ooohhhh thats right sets coke returns awhile later take order order bresaola salad capricciosa pizza first what kind olives pizza says black have olives tomatoes instead also remind coke which arrive about minutes goes comes with pizza pizza sets table notices look confusion faces asks order something else said bresaola says thats right back with that said okay take another diet coke also need silverware napkins plates still waiting that coke watching pizza cold right before eyes notice covered olives coarse okay with because they black olives like said they kalamata once everything need including elusive coke diet refill take bite luke warm pizza despite being from oven what ordered still pretty tasty appetizer arrives after entree dlish remind about refill thats right says again decide dessert tiramisu calzone filled with nutella bananas topped with vanilla cream espressos salad dishes remain table arrives with desserts theres nowhere them down start sliding dirty dinner dishes around make room arrivals then leaves assuming espressos would think that only tell once that would like them indeed inside making coffees walk espressos again says yeah brings them states that these sugar coffees really bill arrives salad espressos were bill what went wrong with olives request pizza says right below mushrooms bummer love mushrooms know this review long detailed amazingly service understatement year spending money cibo pizzeria bianco instead where food service always great	jG1jcAeDw0pZTHCNC5kw_w	jG1jcAeDw0pZTHCNC5kw_w	2	41643.83907407407	vPt4KkrnnXLglOSD5PKOaw	0	Sentiment(polarity=0.11626984126984126, subjectivity=0.5128670634920635)	0.0	0.002224694104560623
2627	0	3	roxZgkhs850RKrY1lOW2Bw	went friday night about found place about full from last visits when wait table cold decided fire patio looked around none candles were tables there already menu table when down just happened table closest fire when seated ourselves eventually server made over with menus waters gleefully exclaimed theres already menu here lunch menu basically same stuff friend share same menu choose items hoping theyre basically same whats menu seriously upon request brings dinner menus order coke diet coke good while later remember place essentially empty returns with drinks diet coke water friend reminds that actually ordered coke water ooohhhh thats right sets coke returns awhile later take order order bresaola salad capricciosa pizza first what kind olives pizza says black have olives tomatoes instead also remind coke which arrive about minutes goes comes with pizza pizza sets table notices look confusion faces asks order something else said bresaola says thats right back with that said okay take another diet coke also need silverware napkins plates still waiting that coke watching pizza cold right before eyes notice covered olives coarse okay with because they black olives like said they kalamata once everything need including elusive coke diet refill take bite luke warm pizza despite being from oven what ordered still pretty tasty appetizer arrives after entree dlish remind about refill thats right says again decide dessert tiramisu calzone filled with nutella bananas topped with vanilla cream espressos salad dishes remain table arrives with desserts theres nowhere them down start sliding dirty dinner dishes around make room arrivals then leaves assuming espressos would think that only tell once that would like them indeed inside making coffees walk espressos again says yeah brings them states that these sugar coffees really bill arrives salad espressos were bill what went wrong with olives request pizza says right below mushrooms bummer love mushrooms know this review long detailed amazingly service understatement year spending money cibo pizzeria bianco instead where food service always great	jG1jcAeDw0pZTHCNC5kw_w	jG1jcAeDw0pZTHCNC5kw_w	2	41643.83907407407	vPt4KkrnnXLglOSD5PKOaw	0	Sentiment(polarity=0.11626984126984126, subjectivity=0.5128670634920635)	0.0	0.002224694104560623
7125	1	3	SawzwRism8yAfQhcEwWvaw	came here sunday afternoon meet friend about place completely empty except couple sitting outside great weather friend already starbucks takes seat outside into order espresso drink walk employee possibly owner manager clearly checking friend outside very distracted order coffee receive robotic reply lattes mochas hands menu order again interrupts saying that there outside beverages allowed reference friend know ordering something insists that even friend cant have coffee leave walk over vincents stores over nice pizza place where they have problem with ordering drink there relaxing outside business review over simple coffee	cXy1NKi1cdsidlaT6dDFKw	cXy1NKi1cdsidlaT6dDFKw	1	40196.116898148146	0RA4lkLraxwZJRJDJukCwg	0	Sentiment(polarity=0.11538461538461539, subjectivity=0.3646520146520146)	0.0	0.0
7958	0	4	PdeQEGDlH2aUZgaRYIDh4A	minutes thats long four year waited from time down until received lunch granted more patient than most children after about minutes started about where food this occurred good friday between guess should have been alerted this situation from moment walked greeted took about three minutes before were even acknowledged wanted outside after seconds debating with colleague gentleman told there were outside seats although clearly empty tables then shirts employees said unique like brooklyn accent really should question company that doesnt proper grammar should read unique like brooklyn accent person seated also took order moments after down asked apple juice told they were switched iced water with lemon shortly received drinks sans lemon after were there about minutes large party seated near half were small children sons they received lemons with their beverages thought that restaurant perhaps those erased unfortunately waiter never checked actually flag down whining food water refill again lemon then that told check food finally minutes food arrived think were hungry that point that dirt would have sufficed doesnt usually like cheese that penne with cheese sauce nearly eggplant lasagna certainly best neither items baked still sure what holdup table received their food before came left hour were there while complaining sons cream frozen almost needed knife would like poor service because restaurant understaffed although place full counted seven employees including manager other tables were receiving much better service have problem more with server never shared name about once week always leave this time left bill first felt badly about then remembered yeah like ever coming back here alana representative from nypd pizza sent mail when came across review offered sincere apologies follow call from customer service coupon free pizza meal very appreciative response told been other nypd pizza locations with much better results think this episode result poorly trained server	Tp07u-0AOFRfQhtNpAXaQA	Tp07u-0AOFRfQhtNpAXaQA	1	40270.951898148145	92MXFhOrqJsbnQg94wtnLQ	0	Sentiment(polarity=0.11454648526077098, subjectivity=0.44525699168556326)	0.0	0.0
7381	0	4	Td2D98JDhQyWise69E7l0w	record love nellos pizza particularly their pepperoni pineapple pizza however this location disappointed twice which extra just moved nearby service been mediocre best they maybe check table twice before asking ready check first time there they were every drink asked coffee zero bags waiter nice enough although seemed higher than waiter kept stating things like havent here ages dont think carry that right cool then that experience time ever didnt enjoy pizza seemed kindanot oldbut certainly freshly made finally last nights experience fine again waitress checked once refill drinks thats tried something disappointed with selection spaghetti meat sauce family recipe according menu once heard that americans make spaghetti wrong because focus about sauce when should about noodle this dish proved that there much sauce tomato clumps could hardly find spaghetti this wouldnt have been sauce something special really quite bare seasonings probably visiting mesa location from	j-SSlq3__BQr3H7lAyVvkw	j-SSlq3__BQr3H7lAyVvkw	2	41663.50234953704	u4LK8xv0f2oMSpIkCTZTFQ	0	Sentiment(polarity=0.11393849206349206, subjectivity=0.4971726190476189)	0.0	0.0
7381	0	4	Td2D98JDhQyWise69E7l0w	record love nellos pizza particularly their pepperoni pineapple pizza however this location disappointed twice which extra just moved nearby service been mediocre best they maybe check table twice before asking ready check first time there they were every drink asked coffee zero bags waiter nice enough although seemed higher than waiter kept stating things like havent here ages dont think carry that right cool then that experience time ever didnt enjoy pizza seemed kindanot oldbut certainly freshly made finally last nights experience fine again waitress checked once refill drinks thats tried something disappointed with selection spaghetti meat sauce family recipe according menu once heard that americans make spaghetti wrong because focus about sauce when should about noodle this dish proved that there much sauce tomato clumps could hardly find spaghetti this wouldnt have been sauce something special really quite bare seasonings probably visiting mesa location from	j-SSlq3__BQr3H7lAyVvkw	j-SSlq3__BQr3H7lAyVvkw	2	41663.50234953704	u4LK8xv0f2oMSpIkCTZTFQ	0	Sentiment(polarity=0.11393849206349206, subjectivity=0.4971726190476189)	0.0	0.0
3387	0	10	r5mFdoBikhAOvmPssJQ-3Q	have been here times first time great stated first review last visits have been pleasant experience went brunch months with group ladies service pretty terrible first confirmed number people party before they still seemed unprepared such large party server pretty rude well swear never cracked smile party arrived within minutes reservation time some right time others little late large center table booths server stated after only minutes being there that couldnt hold tables werent coming assured were everyone show continual little things refilling water bringing fresh chilled orange juice when ordered another bottle champagne mimosas rolling eyes sighing when asked check split never saying thank before left last night wont back with friend their pizza wine special which super excited biggest problem bartender rude inattentive totally corners when came making happy ordered pizza toppings goat cheese only half when pizza arrived mozzarella half goat cheese other when mozzarella should have been whole pizza this totally honest mistake where confusion could have been what said what translated mean instead apologizing argumentative over what thought said when ordered make matters worse instead having pizza made asked kitchen just mozzarella side that missing fire what charred some places dried together simply very good were starving contemplated sending back twice night just seemed much there nice gentleman that worked there asked pizza bartender chick never actually attention first time send back were middle explaining didnt really like when snarky says wanted have made should have just asked have worked restaurants usually when someone sends something back remake should have done that first place rude really hard even polite this point remained acting like lady zone take bill gave free dessert clear gentleman gave free dessert very charming apologetic snarky nice about everything wouldnt writing maizies forever icing cake when seat down from dinner think that very unprofessional that wasnt what bothered most lady that took place behind snarky minute bitch fest complaining about customers they such pain proceeded regale each other with stories customers have annoyed them paid bill left snarky didnt word departure there many great places same area with much nicer staff those places will spending money	NPiLy71qqXzb45k9eQOgCQ	NPiLy71qqXzb45k9eQOgCQ	1	40989.88414351852	2gu5B_JbJlfZLhihSr-apQ	0	Sentiment(polarity=0.11390465318547507, subjectivity=0.4833882365731682)	0.0	0.002224694104560623
1630	1	5	hx-PV6KYCu9GPuHpFCrniA	always wondered what breakfast pizza would like finally found visit scramble ordered garlic spinach thyme mushroom brizza which also comes with some type cheese possibly provolone this thing delish girl ordered cheddar brizza liked mine even more proceeded steal slices scramble also scores extra points with having loose leaf teas powder green mint which very good were bummed that hashbrowns were made with bacon inside made them option vegetarians like outside their very slick shaded outdoor patio dining area cmon down gotta breakfast pizza	8Zqh2jwtncA3N4fWEMTvZQ	8Zqh2jwtncA3N4fWEMTvZQ	4	39973.68200231482	aSbnrqpX-CHr8nxHhaCHZw	4	Sentiment(polarity=0.11386557886557887, subjectivity=0.5068745143745143)	0.0	0.018909899888765295
4529	2	2	RfgSRuEUh81RlkUO_TAN4A	usual suspects post yelp event were looking cold beer good bite just fill sweets recommendation some fellow yelp geeks recently tried place came convoy tucked away corner they practically share wall with cornish pasty which still have open door greeted with cozy sports atmosphere with least flat screens going with game crowd lively beer cold told game nights busy when were here group bellied service great small time operation they good with making sure your needs menu good variety salads pizza pasta sandwiches wings choice this fateful night arizona steak sandwich they offer full half deciding half when arrived glad this stuffed full perfectly cooked steak steakums here grilled onions peppers cheese there were some jalapenos because this sandwich just spicy enough lure keep enjoying flavors very myself occasionally going come here again	EHgGscaiJBghjZVT9hsBFw	EHgGscaiJBghjZVT9hsBFw	4	40494.68378472222	gH3JDpHQfVcMEGaAaCJPjA	2	Sentiment(polarity=0.11350108225108227, subjectivity=0.5240079365079365)	0.0	0.0
6278	0	1	ld10neZCqDUW1CBzm1wihw	open could phoenix finally growing into real city this place turning into walmart shopper clean produce actually looks good location just recently opened though there still many kinks that managers need work prices arent always updated scanner system thats typical grocery chains self check kiosks arent always open with other shops opening mall strip bakery mexican food coffee shop well veteran stores remaining dollar store clothing store pizza salvadorean food cleaners nail salon beauty supplies shopping done	KITRU3IAH3xPWP_vcVuYcw	KITRU3IAH3xPWP_vcVuYcw	3	41849.209085648145	X5T45QxyLjnuXohkvE3Rfw	0	Sentiment(polarity=0.11346153846153845, subjectivity=0.4096153846153846)	0.0011123470522803114	0.0011123470522803114
7516	8	14	wLMnZzcr_IHF6vXfIGGx8w	grand orange gran orange grann hange still dont know pronounce this place whatever point that totally didnt expect find pizza this caliber airport yelp said there pizza here thats needed know make loooong walk from concourse concourse figured would those places where point made slice sunning under heat lamp knows long wait them reheat oven instead there behind counter flinging crusts with flour over apron they have display made pizzas since they were cheese they made pizza fresh order took about minutes come thin crust pienice cheesy without being oily stack napkins blot didnt even need them there were tiny chunks tomato sauce sourdough crust satisfying crunch large enough split only because were saving room gelato mint chunck their spelling mine delicious expecting mint toothpaste flavor instead earthy bits real mint were mixed with broken slabs chocolate stracciatella style surprisingly good againnot what expected airport only complaint about lack seating they cute area front every seat takentoo many them people werent even eatingreading newspapers typing away laptops watching phone videos fortunately there were open seats table people sitting there invited join them that aside enjoyable meal well back back through find place next time will bump five stars	DkIEhR8behaIoSexekWV0Q	DkIEhR8behaIoSexekWV0Q	4	42524.648206018515	9mbBQlwYBrAqG1uuN4fRTg	12	Sentiment(polarity=0.11301020408163265, subjectivity=0.574234693877551)	0.0	0.004449388209121246
9030	0	0	ctC20-yjCXFiWVV1OTV14g	yummmmmm pizza here yummmm even fair that makes want come breakfast coffee commuter sandwich lunch sushi roll venice beach burrito then dinner mother earth pizza need stock this place pies bangin sometimes wait long pizzeria loud find something negative about them heart	7cK9uEV09iPmsTqOqmY3kQ	7cK9uEV09iPmsTqOqmY3kQ	4	40701.84590277778	03nslxSzXbKtPAn2txfZtA	0	Sentiment(polarity=0.11249999999999998, subjectivity=0.625)	0.0	0.012235817575083427
7774	1	5	rRyYupjDj5PAYz-Q-pvDaw	being that this place same shopping center usual coffee shop drive constantly kept telling myself that needed come here always slipped mind finally staggered here saturday glad that place simply decorated nothing fancy exciting just standard pizza joint kinda look down took look menu happy variety only pizzas sandwiches pasta well personally looking pizza myself thing that liked about their menu variety pizzas that they havenot typical traditional menu eyes that impossible find something that like they have options like sauce optional veggie type pizzas which think cool went with small invidiual inch pizza with pepperoni chicago deep dish pizza yummy also want that service here amazing waitress really excellent will back that alone	j-SSlq3__BQr3H7lAyVvkw	j-SSlq3__BQr3H7lAyVvkw	4	40321.69552083333	qibGLHABNReGeJr2w4_8yQ	5	Sentiment(polarity=0.11135265700483092, subjectivity=0.5632332643202209)	0.0	0.0
8725	0	0	Wqz9mMpjOzPVi3ZtxYU8qA	pizza like gods tears mouth always solid meal definitely spot when cant make mind super chill staff salute oreganos	_ZwDLtBopUHb6F2mIPFUJg	_ZwDLtBopUHb6F2mIPFUJg	5	42527.18479166667	_bHXVs5ds0z7qZk3YmmtEA	0	Sentiment(polarity=0.1111111111111111, subjectivity=0.4222222222222222)	0.0	0.0
4648	2	6	bL_otEzkBvn42OvB38kTPA	visited here last sunday afternoon with husband ordered crust pizza were told would take minutes hour pretty hungry also ordered shrimp caesar salad that glimpse waiter carried past nibble during long wait pizza salad okmostly lettuce dressing there were about dozen nicely seasoned shrimp certainly enough size cost salad pizza worth waiting minutes fornor whole meal worth pizza salad iced	dUffgo9Lh_Vk9TLuFR5ywg	dUffgo9Lh_Vk9TLuFR5ywg	2	41297.14640046296	rKxcEeL7ar09x5TumBVhkg	1	Sentiment(polarity=0.1111111111111111, subjectivity=0.3407407407407408)	0.0	0.0
4311	1	4	g97v1mKFZ3rt964px9rm4A	ever here went today appointment exam contact lenses they lobby full people very busy couple staff members still found time decide they should mill tonight instead helping lobby full people after exam waited little before being helped order contacts helped this word very loosely duwayne proceeded complain about other people doing their jobs because none info added computer system then told copay exam explained have copay exams told that wasnt correct then explained that technician told exam then told that exam copay other fitting told thought that covered with insurance double checked insurance said wrong then told total asked where other came from stated that contacts were that insurance covered difference what that math doesnt work tried several times where extra came from because math didnt work just kept repeating that contacts were insurance pays difference never addressing concern that math didnt work during this whole time another staff member yelling across lobby other employees find where they should pizza after work which then became focus employees rather than customers this point just paid exam fitting which didnt think responsibility left very frustrated that duwayne ignoring concern math working home duwayne called inform that right shouldnt have charged that entered info incorrectly asked just refund card originally told wasnt sure could that then told just come back another then contacts asked again where came from because explained math didnt work this time answer question said that copay contacts math added told would bought contacts originally would explained that when first asked response would just paid money would explained receipt apparently okay ignore your customers questions because receipt will explain doesnt make sense eventually credit account even though very reluctant told multiple times that wasnt sure they could manager bottom line employees care more about where food drinks then helping their customers doing their correctly	gP8s25-O3HlMEcbA7ZYW3g	gP8s25-O3HlMEcbA7ZYW3g	1	42120.21625	bmmwhqDMhhRqWUPmfpgSdQ	0	Sentiment(polarity=0.11060714285714286, subjectivity=0.4232275132275133)	0.0	0.0
